review,rating,date,user_name
"semuanya mantul (mantap betul). kalau minta saranku cuma 1 aja: dari dulu sampai sekarang kualitas gambar selalu dikompres, kalau bisa usahakan si penerima .jpg / .mp4 filenya original size",5,2024-12-25 09:51:45,Pengguna Google
"Apk WhatsAppnya sdh bagus dan bnyk fitur-fitur baru yg muncul, tpi kebanyakan dari update-anny tdk muncul disebagian hp, jdi kemungkinan pengguna WhatsApp yg lain tdk bisa mencoba fitur baru tersebut walaupun pengguna tersebut sdh mengupdate. Tlong kebijakannya yh developer 🙏🏻",5,2024-12-19 06:26:02,Pengguna Google
"Tolong untuk para developer WhatsApp memperbaiki fitur update status setiap kali saya mau update status wa, resolusi video maupun foto nya menjadi buram semua seperti 780->480 Dan hal ini terjadi bahkan setelah saya rubah fitur upload nya menjadi kualitas HD. Mohon di perbaiki.",5,2025-01-03 19:18:32,Pengguna Google
"Sudah tidak asing lagi dgn whatsapp, aplikasi kirim pesan yg saat ini semua orang punya untuk berkomunikasi dgn keluarga, saudara, teman dan siapapun dgn mudah. Tapi jika bisa tolong kedepannya ditambah fitur seperti whatasapp gb atau yowhatsapp, fitur yg bisa melihat pesan ataupun pembaruan status yg sebelumnya sudah dihapus. Untuk aku yg sering kepo dgn kiriman pesan tapi dihapus lagi oleh pengirimnya, bagiku itu juga penting. Terimakasih",5,2025-01-03 22:06:41,Pengguna Google
"Aplikasinya bagus, tetapi sering terjadi riwayat error jadi harus dipulihkan. Sedikit masukan tambahan, untuk penyimpanan memori supaya ditambahkan opsi penyimpanan di memori extarnal (sd card) karena ukuran penyimpanan dari WhatsApp cukup besar dan menghabiskan memori internal.",5,2025-01-03 12:50:05,Pengguna Google
"Saya mengerti! Fitur kamera akan sangat berguna untuk berbagai keperluan, seperti: *Fungsi Utama* 1. Pengenalan objek/gambar. 2. Penerjemahan teks dari gambar. 3. Pencarian informasi tentang objek. 4. Deteksi kode QR. *Kemungkinan Pengembangan* 1. Integrasi dengan platform lain (Google Lens, Pinterest Lens). 2. Pengenalan wajah dan objek. 3. Pencarian produk serupa. *Keterbatasan Saat Ini* 1. Keterbatasan teknologi AI. 2. Kebijakan privasi dan keamanan.",5,2024-12-25 20:39:18,Pengguna Google
Update an bagus jadi ada filter. Cuma pas kirim foto agu video ke temen suka lag dan layar jadi warna hitam gak bisa di close juga harus close aplikasi dulu baru bisa buka whatsapp lagi. Please perbaiki jadi agak gak enak jadinya 🥲,5,2024-12-14 08:00:21,Pengguna Google
"Saya cuma mau saran, untuk menambahkan fitur 'Cari' di saluran. Agar memudahkan untuk mencari suatu topik disebuah saluran, hanya dengan mengetik kata kunci saja jika dengan adanya fitur 'Cari'. Jadi tidak perlu susah-susah scroll ke atas untuk cari suatu topik.",5,2025-01-02 22:24:48,Pengguna Google
Fitur baru kirim foto di pesan tolong di kembalikan seperti semula. Agak susah untuk edit foto harus di klik sebelah pojok kiri bawah dulu untuk di lihat dan di edit seperti di crop dll. Dulu kita pilih gambar lagsung muncul dan bs lgsung di edit. Thanks..,5,2025-01-03 04:23:08,Pengguna Google
"Makin update, makin bagus bangett. Banyak fitur² yg gak kepikiran bakal ada tapi terkadang semenjak banyak update semakin ada yg eror².kayak notif nya tuh gak muncul² ada bug random dan apk nya semakin dikit di penyimpanan. tapi gpp sih masih bisa di atasi , dan saranku kalo kameranya masih bisa di kasih filter selain filter yg basic itu dan bisa live juga mungkin bisa jadi lebih seruu, ehehehe",5,2024-12-13 15:39:18,Pengguna Google
"Tolong min update,,, bisa ngirim video durasi panjang ke story dan ke teman, trus perbaiki tentang kualitas gambar nya , pas itu saya ngirim gambar kualitas nya terbaik tapi malah nge-blus jadi kutang jelas, jika sudah di update seperti itu akan saya kasih bintang 5, tolong ya min,,, update nya sekarang juga bagus tapi ada beberapa yang kurang menurut ku terimakasih min🙏🏻 Edit: thanks buat update nya",5,2024-12-20 10:22:29,Pengguna Google
"App Whatsapp nya sudah bagus sempurna & optimal, banyak fitur yang canggih seperti ai, cuma saya sangat ingin whatsapp mempunyai fitur pengubah gelembung Chat di whatsapp, tolong segera di luncurkan fitur tersebut karna saya sangat membutuhkan nya. Terimah kasih.",5,2024-12-21 22:37:45,Pengguna Google
"Apk nya bagus, cuman vidio/foto yang di kirim di status itu jadi bagus sesuai sama foto, kendalanya menurut saya foto/vidio yang dikirim di status itu jadi burik/buruk seperti nge blur dan lain lain walaupun sudah ada fitur hd nya tetep ajah ga jauh beda, jadi mohon di perbaiki lagi 😁😁😁😁😁😁😁🙏🙏🙏🙏",5,2024-12-26 16:28:23,Pengguna Google
"Semenjak update kok malah WA bnyk kurang nyaa yaa, apalgi tanda aktif nya kaya ga berfungsi dengan baik, malah kadang tanda aktif nya ga berjalan, misalnya lagi chatingan sama temen ni, malah tanda aktif temen kita tu stuck di terakhir x dia online padahal dia lagi cht sama kita lagi aktif bahkan bisa buat sw. Apalagi fitur sw udh kaya Facebook, ga asik, asikan yg.... Lebihh privat dia modelnya",5,2024-12-30 09:40:02,Pengguna Google
Aplikasinya sudah sangat bagus tetapi mohon untuk ditindaklanjuti setelah update versi terbaru tidak bisa untuk mengirim foto/video prosesnya sangat lama bahkan boleh dibilang aplikasinya sperti hang.,5,2024-12-24 06:56:00,Pengguna Google
"Aplikasi bagus sih ini, Semenjak ada Update Meta AI jadi mudah bertanya Tanpa harus membuka Google, Untuk masalah bug Ada Notifikasi pesan Masuk tapi ketika saya cek tidak ada satupun pesan masuk, tapi no problem lah, untuk kedepannya Semoga berkembang dengan baik.",5,2024-12-17 06:17:38,Pengguna Google
"Semuanya sudah bagus, tapi untuk pasang story Kualitas HD selalu ditampilkan supaya video lebih jernih saat di posting. Untuk sekarang nggak tau kenapa jam posting story wa tiba tiba hilang, teks yang dikirim nggak bisabdi edit lagi.",5,2024-11-18 09:41:01,Pengguna Google
"aplikasinya bagus aksesnya mudah,privasi,banyak fitur .Tapi yang kurang voice call sampainya suara dan diterimanya terlambat sama video call nya gambar dan suaranya tidak sinkron dan suaranya terlambat juga. mohon perbaikanya yah...!",5,2024-11-11 13:44:44,Pengguna Google
"Tolong dong atasin bug yang dimana teman kontak sudah melihat story kita tetapi di handphone kita tidak muncul riwayat orang yang sudah melihatnya, saya selalu mengalami hal tersebut jika membuat story berupa video 3 atau 4 video sekaligus. Saya turunin bintang supaya bisa di respon dengan cepat",5,2024-11-09 18:04:06,Pengguna Google
"Developer yang terhormat. Sy sangat puas dg whatsapp, tapi ada beberapa hal yang jadi masukan dari saya: 1. Tolong tambahkan fitur ""tambahkan musik"" saat buat status bergambar seperti di ig. 2. Tolong tambahkan fitur ""rekam panggilan"" saat kita melakukan panggilan di whatsapp 3. Dipengaturan video call, hapus fitur ""latarbelakang video"" dan tambahkan beberapa fitur ""beauty"" yang lebih menarik dan perbanyak ""filter"" Itu adalah saran dan masukan dari saya, mohon dipertimbangkan, thanks",5,2024-12-01 03:45:36,Pengguna Google
Aplikasi wa sudah bagus tapi sayang banyak disalahgunakan oknum. Tolong jangan ada rekam layar saat vc karena banyak menelan korban. Status wa juga privasi saja terlihat oleh yang melihatnya. Ini tanpa melihat sudah bisa melihat status,5,2024-12-19 18:04:14,Pengguna Google
"makin update, makin bagus bangett. banyak fitur2 yang ga kepikiran bakalan adaaa. Tapii, terkadang semenjak banyak update semakin ada yang error2. kayak notif nya tuh ga muncul, ada bug random, dan apk nya sedikit makin berat di penyimpanan. tapi gapapa sih masih bisa di atasi, dan saranku kayaknya kalo kameranya bisa dikasih filter selain filter yang basic itu dan bisa live juga mungkin bisa jadi lebih seruu, ehehhe💃💃 (ngeles dikit lah ya)",5,2024-12-02 13:09:21,Pengguna Google
"Sudah bagus semuanya.. Hanya ada 1 Kendala yang sy alami sejak Mei 2023 dan belum ada pencerahan. Untuk status video, saya hampir tidak pernah bisa update status berupa video karena selalu ada info : ""pilih video yang berbeda"". Padahal kuota penuh, jaringan oke, sdh sempat d restart jg HP nya, update aplikasi, juga Sudah ganti video berbeda pun tetap ga bisa update.",5,2024-11-26 19:22:43,Pengguna Google
"Saran saya: kasih fitur groupping privasi status. Konsepnya mirip sama filter chat yang di bawah header tampilan awal. Menambah daftar, edit, hapus, menambah orang-orang di daftar, dan menghapus orang-orang di daftar tersebut dengan tujuan supaya mudah mengelola privasi status yang akan diupload. Satu lagi. Fitur filter chat nya, khususnya yang menambah orang-orang di daftar, pake checklist aja. Terlalu lama jika satu-satu, belom lagi harus di search dulu. Terus searchnya ke reset. Terima kasih",5,2024-12-08 13:32:38,Pengguna Google
"Aplikasi nya sangat bagus dan mudah dalam proses penggunaan nya...tetapi terlalu banyak pemberitahuan untuk program terbaru saat ini..jadi sering lelet dalam proses penggunaan seperti chat,call,dan panggilan vidionya...kalau bisa di optimalkan sesuai dengn perangkat android nya.terima kasih.",5,2024-11-09 01:39:24,Pengguna Google
"setelah update makin bagus si sbnrnya, krna banyak fitur"" baru. tp saranku tampilan status wa nya tolong diperbaiki jadi kaya yang lama aja. menurutku tampilan status wa yg lama lebih bagus dr yg skrg. soalnya yg skrg malah jd kaya facebook, aneh. jd tolong diubah jd kaya yg lama ya.. opini ku si gt lebih suka tampilan yg lama. oh iya satu lgii, bisa gaa tolong adain fitur arsip story? hhe kangen soalnya biar bs ngeliat story ku yg lama, pas sm tmen sd dulu 😊",5,2024-12-11 19:40:49,Pengguna Google
"Apaan si jd nya sering nge bug, tbtb ngga bisa di sentuh kirain HP nya yg rusak tp WA di HP adek juga sama, ngga bisa liat sw , buka video/foto kiriman dari tmn jg g bisa diliat cuma bisa di unduh doang setelah itu blur Tolong balikin lg ke versi sebelum nya. Mksh.",5,2024-11-16 09:19:17,Pengguna Google
"Aplikasi ini cukup bagus dan sangat mudah untuk mengirip pesan, tetapi ada fitur yang saat kita video call itu ada filter nya mengapa di hp vivo91c tidak ada fitur filter saat video call saya mohon tambahkan filter saat video call di semua merek hp",5,2024-10-30 21:41:20,Pengguna Google
Senang sangat bagus apk. Tapi kok fitur meta ai tidak muncul pada what'shap saya. Trus banyak juga bug bug whatshap yg sangat menjengkelka. Tolong di perbaiki dan meningkatkan kan keamanan.,5,2024-12-13 20:27:57,Pengguna Google
Untuk semua fitur sangat bagus dan mendukung tapi tolong untuk segera diperbaiki bug pengiriman foto yang sangat lama buat muat foto dan kirim foto berbeda sama kirim video langsung kebuka dan bisa langsung kirim Terimakasih,5,2024-12-15 13:12:16,Pengguna Google
"Saya sangat suka dengan WhatsApp masalah: kok lemot ya pas kirim video Kegunaan:sebagai alat komunikasi Kelebihan:mudah digunakan, lebih bagus dari apl lainnya. Kekurangan:lemot dalam mengirim file dan video. Sekian terimakasih",5,2024-12-27 19:53:57,Pengguna Google
"Aplikasi WhatsApp itu memang yang paling terbaik sepanjang masa. Tapi saya menemukan beberapa bug, mungkin hanya terjadi di perangkat saya. Ketika saya membalas chat melalui pintasan jendela, chat sering tidak terkirim dan membutuhkan waktu yang lama. Satu lagi, ketika mengirim media gambar selalu tertunda dan harus di coba lagi agar bisa benar-benar bisa terkirim. Saya mengharapkan masalah itu segera di perbaiki kalau bisa. Hanya itu masalahnya, terima kasih atas perhatiannya.",5,2024-11-20 05:31:21,Pengguna Google
"untuk whatsapp inii update nyaa memangg udahh bagus"" yaa dari update meta AI, bubble chat, dll cumaa terkadang yaa sering ngebug, seperti status bar yg tiba"" ukuran nya jadi membesar lalu saat mengirim foto sangat lambat pdhl sinyal bagus, terkadang juga waktu itu sinyal bagus namun status tdk bisaa dilihat. semoga kedepannya lebih baguss yaaa🤍",5,2024-12-19 09:20:14,Pengguna Google
"udah bagus banget fitur fitur nya,tapi aneh nya WhatsApp saya itu walaupun udah di update untuk muncul fitur yang terbaru nya lama banget,contoh nya filter di bagian kamera vc itu tempat saya belum muncul,terus bubble chat yg mengetik itu juga belum,warna bubble chat juga blm bisa di ganti",5,2024-12-02 18:13:21,Pengguna Google
"Ini sangat membantu saya, dalam berteman dan menambahkan kontak. Saya suka dengan Aplikasi ini, sangat bermanfaat dan sangat penting untuk sehari-hari☀. Saya juga amat senang karna WhatsApp akhir akhir ini membuat fitur-fitur baru. Itu membuat saya sangat merasa lega atas fitur dan keamanannya serta privasi diri saya juga!! Keamanannya sangat baik. Saya sangat suka..... 😍 , Terimakasih, saya sangat menghargai ini💕",5,2025-01-04 18:40:09,Pengguna Google
"Semenjak di perbaharui jadi susah ngirim gambar, ini whatsapp bagaimana? Juga untuk status WA masih rapi yang dulu tinggal scroll ke bawah lebih mudah dan rapi, yang sekarang posisi status wa harus scroll ke samping jadi sama sekali tidak praktis dan tidak efisien. Sekarang ditambah lagi status WA tidak berurutan sesuai waktunya, jadi tidak teratur. Makin kesini bukannya makin rapi.",5,2024-11-20 19:36:55,Pengguna Google
"aplikasi yang sangat bermanfaat juga sudah terpercaya keamanannya, big thanks untuk para tim yang sudah membuat wa semakin bagus dan ada theme nya ( walau di android ku belum ada tapi semoga cepet ada ya!! ) aku harap yang theme, bubble chat pokonya fiktur fiktur baru bisa secepatnya merata, jadi ga ada yang saling iri iri an (⁠╥⁠﹏⁠╥⁠) di tunggu wa bisa di ganti theme nya di android ku!! salam hangat untuk para tim semuanya💓💓",5,2024-11-01 08:33:13,Pengguna Google
"Fitur meta AI di whatsaap sudah sangat bagus jadi kalau ada apa2 tidak perlu buka google tinggal klik dan tanya good job whatsaap,hanya saja kualitas video story terlalu di kompres dan video jadi buram tolong di tingkatkan lagi upload kualitas terbaik seperti instagram dll. Jangan di kompres",5,2024-12-14 00:39:25,Pengguna Google
"Dapat dengan cepat mengetahui indormasi dari keluarga jauh serta dapqn berkomunikasi dengan cepat dan mudah . Memudahkan untuk melakukan komunikasi , terbantu banget dengan adanya aplikasi ini . Mantep polllll . Terimakasih untuk yang telah menciptakan aplikasi ini tanpa aplikasi ini tidak akan bisa umtuk berkomunikasi jarak jauh . Serta setelah di update menjadi cemakin canggih bahkan bisa mencari hal dari whatsapp . Dengan adanya ini dapat lebih memudahkan pekerjaan suatu individu & kelompok .",5,2025-01-08 19:31:39,Pengguna Google
Bagus sekali bisa di buat berkomunikasi. Tetapi terkadang ada beberapa ngebug . . Hal itu yang membuat ku bingung seperti 1. Menchat orang tidak masuk2. Padahal kuota lagi tinggi dan ga bisa di update kaya yang lain. Seperti mengganti warna chat,5,2024-12-13 11:00:54,Pengguna Google
"first experience bagus banget. sebagai aplikasi komunikasi udah good sii. mulai dari fiturnya yang simpel dan ga ribet sampai perbaruannya yang up to date hahah. tapi mungkin ada beberapa bug yang harus diperbaiki contohnya pemrosesan foto yang lambat padahal kondisi signal baik, sama bug chat yang padahal udah di read tapi masii ceklist 2 abu-abuu. selain ituu udah bagus bangett kokk ^__^",5,2024-11-01 12:22:30,Pengguna Google
"awalnya ada notifi update aplikasi tertulis expired satu hari lagi tgl 9 Nop 2024. Kirain sampai tgl 9 pk 24:00. Ternyata baru masuk tgl 9 aplikasi langsung menghilang. Coba update dg mengosongkan memory lebih dahulu sesuai petunjuk. Mengulang beberapa kali. Aplikasi dan seluruh kontak juga isi chat muncul kembali. saat coba berkirim pesan tidak ada centang, hanya gambar bulatan dengan titik. 13 Nop 2024 pagi ini coba matikan hp dan nyalakan lagi, ternyata semua pesan baru muncul semua",5,2024-11-13 07:12:18,Pengguna Google
"tiap ada panggilan masuk gak ada notifikasi dan jadi panggilan tak terjawab, notifikasi chat juga kadang gak masuk kalau gak buka WhatsApp, bener-bener gak nyaman, tolong diperbaiki lagi, gak usah kebanyakan fitur gak jelas, benerin aja bug nya.",5,2025-01-02 04:53:37,Pengguna Google
Kenapa aku WhatsApp saya tidak bisa digunakan peraturan baru apa itu sudah diupdate beberapa kali tetap saja hasilnya sama.selalu saja whatsapp tidak bisa digunakan karena spam..tapi itu sudah berapa kali dipulihkan eh kembali lagi.mohon bantuan nya selesai kan masalah ini. Terima kasih,5,2024-12-23 05:33:58,Pengguna Google
"Setelah update .. ngirim pesan kadang ngebug keluar sendiri, masukkan emot atau stiker sering tidak muncul , panggilan keluar tidak sesuai , jaringan bagus paket ada tapi tdk bsa nelfon . Mhon diperbaiki bg . Trima kasih",5,2024-11-21 12:23:19,Pengguna Google
Kenapa ya ada suara pada saat kita mengambil gambar atau foto di WhatsApp. Kalau bisa di kembalikan kembali. Tanpa suara padasaat ambil gambar/foto di WhatsApp. Fitur lainnya sdh bagus. Ttep dipertahankan. 🙏,5,2024-12-22 19:34:35,Pengguna Google
"WhatsApp memang menjadi aplikasi komunikasi terbaik yang saya lihat,namun saya ingin memberi masukan yaitu, tambahkan fitur send audio di kirim status tulis,bukan hanya bisa VN( voice note ) sekaligus bisa mengirim Audio/musik di status tertulis,itu pasti akan sangat menarik dan menyenangkan, selebihnya sudah bagus terimakasih",5,2024-12-15 10:34:24,Pengguna Google
"saya sangat puas dengan aplikasi WhatsApp. tapi entah mengapa saat melakukan unduh video disaluran WhatsApp tidak selalu berjalan mulus, misalnya saya lagi mengunduh berapa video tiba-tiba macet terus saat berapa waktu saya coba unduh kembali saat sudah berhasil ke unduh, video tidak bisa diputar.",5,2024-12-26 12:45:31,Pengguna Google
"apk ini sngat bermanfaat bagi semua masyarakat, apa lagi buat chatingan sama pacarnya, terus buat bikin grup sekola, terussss banyak juga saluran yang bikin sya betah. saya ada pesan buat developer nya, tolong ini ya developer saya sudah mengupdate whatsapp saya, tapi meta ai masih belum muncul, apa benar meta ai hanya muncul di negara negara tertentu, dan perangkat tertentu. baiklah itu sedikit ulasan saya tentang whatsapp, mohon diperbagus lagi yaa developer, terimakasih",5,2025-01-10 15:01:05,Pengguna Google
"Suka bangett sama fitur baru whatsApp Semoga semakin berkembang, dan aku pengin bangett ada arsip cerita(story wa) dan story² yang dulu masih tersimpan, semoga saja segera ada yaa. Dan fitur menyukai diaku sudah ada tapi fitur posting ulang belum",5,2024-12-07 10:00:25,Pengguna Google
"Masalah notifikasi di benerin dong, kadang wa saya tiba tiba ada pesan atau telpon tanpa adanya suara notifikasi, padahal di pengaturan sudah benar dan volume juga sudah besar tapi jika ada pesan masuk gak ada suaranya. dan fitur terbaru cepat di munculin dong jangan cuma di BETA aja . Terima kasih",5,2024-11-26 01:07:48,Pengguna Google
"Untuk meta ai bagus banget dia bisa ajarin saya coding , buat kasih tugas seperti desain lebih bagus daripaada chatgpt. Namun kekurangannya yaitu gak bisa aploud gambar jadinya susah untuk berkomunikasi gitu.",5,2024-12-13 13:17:09,Pengguna Google
menurutku WhatsApp setelah update kali ini sudah sangat membantu dan sangat bagus. tapi ada beberapa bug/bukan muncul seperti status tidak ada yg melihat padahal sebenernya ada yg melihat. trus begroun status kadang transparan menurutku itu membuatku risih. mungkin itu saja. semoga cepat diperbaiki,5,2024-12-27 10:55:20,Pengguna Google
"Fitur whatsapp sekarang makin keren, ada fitur Meta AI sudah mirip seperti Google, dan itu sangat cukup membantu saya mencari materi materi untuk sekolah, untuk developer, trus kembangkan fitur whatsapp yang memudahkan pengguna oke, dan satu lagi tolong untuk video yang mau di post di story/status lebih baik tidak di kompres supaya tetap jernih.",5,2024-12-07 11:22:46,Pengguna Google
"Bagusss banget. Cuman i rada cekewa, soal nya program Beta nya di batas. Juga 1 lagi, kn WhatsApp gw udah ada filter, tp kenapa hilang ya, padahal gw udah aktifin tapi ttp gk bisa. Min tolong bantu yach untuk WhatsApp kuhh. Juga adain fitur hps saluran plisss. Sebener nya bisa, tp ribet. Gw itu pengen nya tu langsung ada fitur hapus. Ufah sih itu aja, sisah nya BUAGUS BANGET(nada bang Mursid ya bacanya🗿🙏🏻)👍🏻",5,2025-01-09 13:04:00,Pengguna Google
"Semakin kesini makin bagus aja sih karna fitur fitur barunya,cuma masih disayangkan di update status karna resolusinya masih ke kompres jadi agak ngeblur,dan saya punya rekomendasi gimana kalo di fitur pembuat story dikasih fitur musik kaya IG atau TT supaya gampang dan gak polosan kalo up story,biar ada soundtreknya ,,, Terima kasihh.",5,2024-12-31 12:19:15,Pengguna Google
"Whatsapp ini sangat bagus untuk mengechat kepada orang lain. Apa lagi sekarang udah ada update yang luar biasa keren banget. Tapi ada beberapa kekurangan sih. Kayak kenapa kalau ngirim video yang durasi nya diatas 9 menit itu gak bisa. Jadinya ngirim nya pakai dokumen ke whatsapp. Itu saja sih kekurangan nya, Semoga update selanjutnya bisa memperbaiki kekurangan dari Whatsapp ini ya.",5,2024-12-17 13:48:35,Pengguna Google
"semua fiturnya dah bagus banget kok,tapi kalo bisa tambahin fitur live,sama setiap upload video atau foto ke status kok jadi ngeblur ya padahal awalnya jernih lo,sama setiap WhatsApp update fitur baru kok gk langsung semuanya walaupun sudah diupdate tetap sama aja,dan itu aja ya semoga cepat ditanggapi",5,2024-11-12 19:14:26,Pengguna Google
"overall lebih bagus, cuma kadang kalau lagi call sama seseorang terus dibiarin lama, tiba² muncul tulisan ""app maintenance in progress"" dan itu lama banget selesainya, tolong diperbaiki bug seperti itu yah",5,2024-12-31 06:35:15,Pengguna Google
"Assalamu'alaikum kalo menurut ku WA ini bagus lancar lancar aja untuk berkomunikasi kepada kerabat yang berada di jakarta,medan, depok, bekasi, cmn kalo bisaa fitur-fitur WA nya di buat baru lagi ya, kalo bisa sihh mirip iPhone fiturnya, dari gelembung WA yang mirip iPhone, penampilan, dll",5,2024-12-01 21:23:41,Pengguna Google
"suka sekali dengan whatsapp sekarang. banyak fitur baru yang menurutku sangat berguna, seperti saluran, meta ai, video call keluarga, dll. tapi ada beberapa yang bikin saya kurang nyaman, contohnya saluran yang disalah gunakan untuk menyebar tautan berisi konten dewasa dan judi online. banyak saya temui di sosmed kejadian seperti itu, dan itu bisa merusak hubungan dalam rumah tangga. saran saya, tolong pihak whatsapp lebih baik lagi dalam menyaring konten. terima kasih.",5,2024-12-31 08:16:42,Pengguna Google
"Semua sudah bagus cuma akhir² ini setiap ada WA masuk gk ada bunyi/suara notifikasi nya,padahal di setelan hp udah bener,aplikasi yang lain baik² aja,hanya WA yang tidak ada bunyi/suara notifikasi TOLONG UNTUK SEGERA DI PULIHKAN",5,2024-11-23 08:44:28,Pengguna Google
"Tolong dong untuk bot WhatsApp di bikin kayak bot discord atau telegram gitu, jadi ada bot nya sendiri...ngga perlu make nomor hp gitu :), pengen nyoba bikin sih soalnya hehe, Oh iya untuk yang feedback ""Pilih Video yang berbeda"" itu biasanya WhatsAppnya ngga support sama format videonya gitu, jadi coba make aplikasi Video Converter buat convert ke format .mp4",5,2024-12-07 09:00:52,Pengguna Google
Setelah apdete wa sekarang udah gak seru wa dulu.... Wa sekarang tambah di updete tambah aneh....... Apalagi vidio status yang di simpan udah hilang semua dan kalo ada yang liat sw kita kebanyakan banyak bug nyaa.....minta tolong betulin semula lagi ya bg terimakasih,5,2025-01-03 23:18:33,Pengguna Google
"saya mengalami kendala ketika memilih media untuk di upload pada story saya, media di story tidak lagi ditampilkan sperti yang dulu padahal kalau tampilan pemilih media yang dulu lebih efisien. Tapi pemilih media kini berubah, kita harus pencet kamera dulu baru ketemu tuh pemilih media lama karena kalau sekarang langsung mengarah ke ""Terbaru"" duluan jadi harus mencet opsi ""kamera"" jadi makin ribet kalau mau upload story.",5,2024-12-20 17:19:06,Pengguna Google
